Vardas               Pavarde             ND1                 ND2                 ND3                 ND4                 ND5                 ND6                 Egzaminas            

Vardas6850           Pavarde6850         9                   8                   6                   4                   3                   5                   5                    

Vardas6851           Pavarde6851         3                   7                   6                   7                   4                   8                   10                   

Vardas6852           Pavarde6852         4                   10                  1                   7                   10                  1                   4                    

Vardas6853           Pavarde6853         10                  7                   10                  1                   8                   8                   3                    

Vardas6854           Pavarde6854         4                   4                   5                   5                   10                  9                   7                    

Vardas6855           Pavarde6855         7                   3                   4                   6                   4                   3                   5                    

Vardas6856           Pavarde6856         4                   10                  4                   5                   6                   1                   8                    

Vardas6857           Pavarde6857         1                   9                   2                   7                   10                  4                   10                   

Vardas6858           Pavarde6858         2                   7                   4                   6                   7                   3                   10                   

Vardas6859           Pavarde6859         4                   2                   2                   5                   9                   4                   8                    

Vardas6860           Pavarde6860         8                   7                   2                   7                   9                   10                  7                    

Vardas6861           Pavarde6861         8                   6                   6                   3                   7                   6                   3                    

Vardas6862           Pavarde6862         6                   3                   9                   10                  6                   8                   5                    

Vardas6863           Pavarde6863         7                   10                  1                   7                   1                   6                   10                   

Vardas6864           Pavarde6864         8                   2                   1                   7                   8                   1                   4                    

Vardas6865           Pavarde6865         2                   1                   10                  1                   5                   4                   5                    

Vardas6866           Pavarde6866         1                   9                   4                   10                  7                   7                   9                    

Vardas6867           Pavarde6867         9                   4                   5                   4                   7                   3                   2                    

Vardas6868           Pavarde6868         7                   1                   10                  9                   4                   7                   10                   

Vardas6869           Pavarde6869         5                   6                   6                   10                  6                   10                  4                    

Vardas6870           Pavarde6870         3                   9                   10                  2                   4                   1                   6                    

Vardas6871           Pavarde6871         2                   7                   7                   4                   9                   2                   10                   

Vardas6872           Pavarde6872         9                   6                   4                   2                   8                   2                   5                    

Vardas6873           Pavarde6873         10                  1                   3                   1                   7                   6                   6                    

Vardas6874           Pavarde6874         4                   8                   1                   2                   8                   5                   6                    

Vardas6875           Pavarde6875         5                   6                   2                   3                   2                   6                   6                    

Vardas6876           Pavarde6876         5                   3                   6                   6                   5                   1                   7                    

Vardas6877           Pavarde6877         10                  2                   9                   8                   8                   10                  4                    

Vardas6878           Pavarde6878         9                   7                   2                   7                   6                   1                   9                    

Vardas6879           Pavarde6879         10                  7                   3                   2                   8                   4                   4                    

Vardas6880           Pavarde6880         1                   2                   9                   7                   7                   9                   6                    

Vardas6881           Pavarde6881         8                   8                   6                   3                   5                   10                  4                    

Vardas6882           Pavarde6882         6                   3                   4                   10                  5                   3                   6                    

Vardas6883           Pavarde6883         9                   1                   6                   7                   6                   8                   5                    

Vardas6884           Pavarde6884         7                   3                   4                   7                   8                   3                   9                    

Vardas6885           Pavarde6885         1                   10                  2                   2                   1                   9                   2                    

Vardas6886           Pavarde6886         10                  6                   5                   1                   1                   5                   4                    

Vardas6887           Pavarde6887         5                   9                   2                   4                   1                   8                   3                    

Vardas6888           Pavarde6888         2                   4                   10                  1                   2                   1                   1                    

Vardas6889           Pavarde6889         5                   2                   7                   8                   7                   5                   6                    

Vardas6890           Pavarde6890         4                   3                   8                   4                   4                   5                   10                   

Vardas6891           Pavarde6891         5                   2                   6                   5                   3                   2                   3                    

Vardas6892           Pavarde6892         5                   3                   4                   7                   5                   7                   9                    

Vardas6893           Pavarde6893         6                   2                   2                   10                  9                   1                   5                    

Vardas6894           Pavarde6894         5                   9                   4                   4                   1                   8                   1                    

Vardas6895           Pavarde6895         7                   5                   10                  8                   4                   4                   7                    

Vardas6896           Pavarde6896         3                   5                   6                   10                  9                   9                   1                    

Vardas6897           Pavarde6897         10                  3                   2                   2                   8                   8                   8                    

Vardas6898           Pavarde6898         1                   6                   5                   6                   4                   5                   1                    

Vardas6899           Pavarde6899         3                   3                   1                   3                   5                   2                   8                    

Vardas6900           Pavarde6900         8                   4                   9                   2                   4                   3                   4                    

Vardas6901           Pavarde6901         8                   6                   1                   1                   3                   5                   6                    

Vardas6902           Pavarde6902         6                   2                   3                   3                   1                   4                   7                    

Vardas6903           Pavarde6903         9                   6                   3                   10                  10                  7                   10                   

Vardas6904           Pavarde6904         2                   6                   8                   4                   8                   3                   2                    

Vardas6905           Pavarde6905         9                   3                   1                   5                   5                   4                   3                    

Vardas6906           Pavarde6906         1                   5                   6                   2                   10                  5                   8                    

Vardas6907           Pavarde6907         1                   9                   10                  5                   9                   2                   9                    

Vardas6908           Pavarde6908         9                   7                   3                   5                   7                   5                   7                    

Vardas6909           Pavarde6909         1                   3                   7                   5                   3                   4                   7                    

Vardas6910           Pavarde6910         10                  2                   9                   6                   10                  4                   9                    

Vardas6911           Pavarde6911         1                   8                   8                   10                  2                   3                   2                    

Vardas6912           Pavarde6912         7                   8                   10                  10                  1                   3                   1                    

Vardas6913           Pavarde6913         6                   9                   10                  9                   10                  7                   1                    

Vardas6914           Pavarde6914         2                   9                   7                   7                   2                   1                   2                    

Vardas6915           Pavarde6915         7                   2                   9                   9                   9                   1                   8                    

Vardas6916           Pavarde6916         10                  5                   5                   5                   2                   5                   4                    

Vardas6917           Pavarde6917         5                   8                   6                   3                   2                   7                   4                    

Vardas6918           Pavarde6918         4                   9                   8                   10                  8                   8                   10                   

Vardas6919           Pavarde6919         9                   1                   4                   1                   2                   1                   10                   

Vardas6920           Pavarde6920         7                   1                   1                   3                   2                   3                   7                    

Vardas6921           Pavarde6921         4                   6                   4                   8                   2                   7                   7                    

Vardas6922           Pavarde6922         2                   2                   4                   1                   4                   8                   3                    

Vardas6923           Pavarde6923         4                   2                   9                   1                   3                   9                   1                    

Vardas6924           Pavarde6924         4                   1                   5                   1                   5                   4                   9                    

Vardas6925           Pavarde6925         7                   6                   1                   10                  5                   7                   1                    

Vardas6926           Pavarde6926         4                   4                   2                   6                   2                   3                   8                    

Vardas6927           Pavarde6927         10                  10                  1                   9                   3                   7                   4                    

Vardas6928           Pavarde6928         9                   2                   2                   9                   5                   6                   10                   

Vardas6929           Pavarde6929         5                   9                   8                   7                   4                   8                   5                    

Vardas6930           Pavarde6930         6                   4                   1                   10                  1                   3                   1                    

Vardas6931           Pavarde6931         9                   8                   5                   2                   6                   4                   5                    

Vardas6932           Pavarde6932         2                   5                   3                   3                   7                   6                   9                    

Vardas6933           Pavarde6933         4                   10                  1                   1                   2                   1                   9                    

Vardas6934           Pavarde6934         5                   4                   10                  9                   5                   3                   4                    

Vardas6935           Pavarde6935         7                   10                  9                   2                   5                   4                   1                    

Vardas6936           Pavarde6936         5                   7                   8                   9                   3                   6                   4                    

Vardas6937           Pavarde6937         5                   6                   5                   7                   3                   7                   2                    

Vardas6938           Pavarde6938         4                   1                   10                  10                  3                   2                   4                    

Vardas6939           Pavarde6939         4                   6                   4                   1                   1                   1                   5                    

Vardas6940           Pavarde6940         6                   4                   1                   3                   3                   8                   10                   

Vardas6941           Pavarde6941         3                   4                   2                   9                   5                   6                   1                    

Vardas6942           Pavarde6942         9                   6                   2                   3                   7                   3                   3                    

Vardas6943           Pavarde6943         10                  10                  3                   2                   2                   7                   1                    

Vardas6944           Pavarde6944         1                   4                   9                   2                   6                   9                   9                    

Vardas6945           Pavarde6945         3                   5                   4                   10                  9                   3                   2                    

Vardas6946           Pavarde6946         7                   9                   1                   8                   6                   4                   6                    

Vardas6947           Pavarde6947         1                   2                   8                   5                   8                   2                   7                    

Vardas6948           Pavarde6948         5                   8                   2                   1                   1                   10                  2                    

Vardas6949           Pavarde6949         1                   4                   7                   10                  8                   2                   6                    

Vardas6950           Pavarde6950         2                   9                   4                   8                   1                   2                   3                    

Vardas6951           Pavarde6951         2                   2                   4                   7                   4                   6                   1                    

Vardas6952           Pavarde6952         2                   1                   8                   8                   7                   3                   9                    

Vardas6953           Pavarde6953         7                   3                   9                   9                   4                   10                  7                    

Vardas6954           Pavarde6954         5                   5                   9                   9                   2                   10                  10                   

Vardas6955           Pavarde6955         4                   4                   8                   8                   1                   4                   4                    

Vardas6956           Pavarde6956         7                   8                   5                   7                   4                   2                   9                    

Vardas6957           Pavarde6957         3                   10                  2                   1                   9                   8                   5                    

Vardas6958           Pavarde6958         6                   6                   9                   7                   3                   7                   7                    

Vardas6959           Pavarde6959         8                   5                   9                   3                   6                   2                   9                    

Vardas6960           Pavarde6960         7                   1                   10                  7                   10                  5                   10                   

Vardas6961           Pavarde6961         6                   5                   2                   10                  8                   9                   3                    

Vardas6962           Pavarde6962         5                   8                   8                   3                   3                   5                   9                    

Vardas6963           Pavarde6963         9                   9                   2                   8                   7                   7                   9                    

Vardas6964           Pavarde6964         3                   6                   4                   9                   1                   10                  7                    

Vardas6965           Pavarde6965         10                  3                   5                   10                  3                   6                   1                    

Vardas6966           Pavarde6966         1                   7                   8                   5                   9                   5                   3                    

Vardas6967           Pavarde6967         8                   2                   1                   4                   8                   1                   8                    

Vardas6968           Pavarde6968         2                   9                   9                   4                   9                   1                   3                    

Vardas6969           Pavarde6969         9                   8                   1                   8                   9                   6                   6                    

Vardas6970           Pavarde6970         5                   4                   4                   10                  10                  8                   8                    

Vardas6971           Pavarde6971         2                   4                   4                   8                   3                   7                   6                    

Vardas6972           Pavarde6972         5                   4                   6                   4                   10                  9                   8                    

Vardas6973           Pavarde6973         4                   6                   6                   5                   5                   9                   3                    

Vardas6974           Pavarde6974         9                   8                   8                   1                   9                   8                   3                    

Vardas6975           Pavarde6975         9                   7                   4                   8                   3                   10                  10                   

Vardas6976           Pavarde6976         6                   6                   6                   6                   5                   7                   5                    

Vardas6977           Pavarde6977         5                   6                   5                   9                   8                   8                   2                    

Vardas6978           Pavarde6978         8                   8                   5                   6                   10                  6                   3                    

Vardas6979           Pavarde6979         7                   6                   8                   5                   10                  3                   7                    

Vardas6980           Pavarde6980         8                   2                   6                   8                   9                   8                   9                    

Vardas6981           Pavarde6981         1                   1                   10                  10                  2                   9                   5                    

Vardas6982           Pavarde6982         2                   3                   3                   1                   10                  2                   1                    

Vardas6983           Pavarde6983         9                   9                   3                   3                   5                   8                   9                    

Vardas6984           Pavarde6984         10                  9                   1                   6                   4                   8                   8                    

Vardas6985           Pavarde6985         4                   10                  2                   9                   1                   3                   7                    

Vardas6986           Pavarde6986         8                   6                   6                   9                   8                   9                   5                    

Vardas6987           Pavarde6987         3                   6                   4                   10                  2                   6                   9                    

Vardas6988           Pavarde6988         3                   3                   5                   5                   1                   10                  1                    

Vardas6989           Pavarde6989         2                   9                   5                   8                   1                   8                   8                    

Vardas6990           Pavarde6990         4                   2                   3                   10                  9                   5                   2                    

Vardas6991           Pavarde6991         4                   7                   5                   8                   10                  5                   7                    

Vardas6992           Pavarde6992         4                   7                   6                   3                   3                   9                   2                    

Vardas6993           Pavarde6993         7                   7                   5                   10                  4                   6                   6                    

Vardas6994           Pavarde6994         7                   2                   2                   7                   1                   7                   10                   

Vardas6995           Pavarde6995         5                   2                   1                   3                   2                   7                   10                   

Vardas6996           Pavarde6996         6                   1                   8                   2                   6                   5                   9                    

Vardas6997           Pavarde6997         2                   9                   5                   8                   9                   7                   8                    

Vardas6998           Pavarde6998         5                   9                   10                  6                   9                   6                   7                    

Vardas6999           Pavarde6999         6                   4                   1                   9                   8                   8                   9                    

Vardas7000           Pavarde7000         6                   6                   10                  2                   3                   3                   1                    

Vardas7001           Pavarde7001         6                   8                   9                   9                   2                   7                   5                    

Vardas7002           Pavarde7002         4                   7                   9                   2                   1                   2                   10                   

Vardas7003           Pavarde7003         3                   1                   8                   3                   1                   3                   1                    

Vardas7004           Pavarde7004         8                   7                   3                   8                   7                   1                   7                    

Vardas7005           Pavarde7005         3                   6                   7                   7                   4                   8                   10                   

Vardas7006           Pavarde7006         2                   2                   8                   7                   10                  3                   2                    

Vardas7007           Pavarde7007         7                   2                   7                   7                   6                   10                  3                    

Vardas7008           Pavarde7008         6                   3                   9                   2                   1                   10                  8                    

Vardas7009           Pavarde7009         1                   6                   1                   5                   7                   9                   1                    

Vardas7010           Pavarde7010         2                   3                   6                   7                   5                   10                  2                    

Vardas7011           Pavarde7011         9                   1                   6                   2                   1                   9                   1                    

Vardas7012           Pavarde7012         6                   6                   1                   2                   1                   4                   8                    

Vardas7013           Pavarde7013         3                   8                   6                   4                   8                   2                   1                    

Vardas7014           Pavarde7014         7                   7                   3                   3                   4                   2                   6                    

Vardas7015           Pavarde7015         10                  2                   1                   1                   10                  1                   7                    

Vardas7016           Pavarde7016         2                   3                   10                  1                   1                   8                   6                    

Vardas7017           Pavarde7017         10                  1                   4                   7                   5                   4                   9                    

Vardas7018           Pavarde7018         5                   10                  4                   8                   9                   1                   2                    

Vardas7019           Pavarde7019         5                   4                   10                  7                   8                   6                   6                    

Vardas7020           Pavarde7020         5                   1                   1                   1                   3                   1                   2                    

Vardas7021           Pavarde7021         6                   6                   4                   7                   5                   6                   8                    

Vardas7022           Pavarde7022         7                   10                  7                   10                  8                   8                   5                    

Vardas7023           Pavarde7023         2                   8                   4                   2                   1                   6                   8                    

Vardas7024           Pavarde7024         10                  1                   4                   4                   3                   10                  6                    

Vardas7025           Pavarde7025         1                   3                   6                   2                   3                   7                   10                   

Vardas7026           Pavarde7026         5                   10                  1                   5                   6                   5                   9                    

Vardas7027           Pavarde7027         5                   3                   7                   10                  8                   1                   3                    

Vardas7028           Pavarde7028         4                   8                   10                  3                   6                   4                   6                    

Vardas7029           Pavarde7029         5                   10                  3                   3                   7                   3                   7                    

Vardas7030           Pavarde7030         7                   1                   8                   6                   1                   6                   8                    

Vardas7031           Pavarde7031         8                   3                   8                   5                   1                   10                  5                    

Vardas7032           Pavarde7032         8                   8                   5                   5                   9                   3                   7                    

Vardas7033           Pavarde7033         5                   7                   10                  8                   3                   4                   10                   

Vardas7034           Pavarde7034         10                  8                   2                   10                  3                   3                   8                    

Vardas7035           Pavarde7035         3                   10                  5                   7                   6                   5                   6                    

Vardas7036           Pavarde7036         6                   2                   9                   6                   5                   2                   8                    

Vardas7037           Pavarde7037         3                   9                   8                   8                   10                  10                  2                    

Vardas7038           Pavarde7038         4                   9                   8                   8                   3                   9                   9                    

Vardas7039           Pavarde7039         5                   6                   6                   8                   8                   7                   6                    

Vardas7040           Pavarde7040         8                   10                  8                   4                   8                   2                   10                   

Vardas7041           Pavarde7041         6                   1                   3                   9                   2                   3                   7                    

Vardas7042           Pavarde7042         10                  5                   2                   4                   3                   7                   9                    

Vardas7043           Pavarde7043         1                   7                   10                  4                   7                   7                   1                    

Vardas7044           Pavarde7044         7                   3                   8                   8                   5                   2                   5                    

Vardas7045           Pavarde7045         10                  10                  5                   2                   8                   3                   9                    

Vardas7046           Pavarde7046         8                   5                   10                  1                   7                   2                   6                    

Vardas7047           Pavarde7047         2                   5                   5                   5                   1                   8                   7                    

Vardas7048           Pavarde7048         3                   9                   10                  2                   6                   9                   9                    

Vardas7049           Pavarde7049         9                   6                   2                   7                   1                   2                   10                   

Vardas7050           Pavarde7050         5                   7                   2                   6                   4                   10                  4                    

Vardas7051           Pavarde7051         2                   10                  3                   1                   6                   6                   6                    

Vardas7052           Pavarde7052         9                   3                   3                   5                   4                   9                   7                    

Vardas7053           Pavarde7053         2                   5                   1                   3                   5                   10                  10                   

Vardas7054           Pavarde7054         10                  8                   4                   6                   10                  6                   7                    

Vardas7055           Pavarde7055         8                   4                   9                   8                   8                   4                   1                    

Vardas7056           Pavarde7056         9                   8                   1                   10                  3                   4                   1                    

Vardas7057           Pavarde7057         3                   9                   3                   8                   4                   4                   4                    

Vardas7058           Pavarde7058         2                   1                   4                   10                  10                  5                   3                    

Vardas7059           Pavarde7059         3                   9                   6                   6                   1                   9                   1                    

Vardas7060           Pavarde7060         10                  4                   8                   6                   5                   6                   3                    

Vardas7061           Pavarde7061         8                   10                  3                   2                   7                   9                   8                    

Vardas7062           Pavarde7062         9                   2                   8                   6                   2                   4                   6                    

Vardas7063           Pavarde7063         3                   6                   8                   9                   10                  9                   7                    

Vardas7064           Pavarde7064         9                   6                   5                   3                   5                   10                  3                    

Vardas7065           Pavarde7065         6                   6                   2                   10                  9                   1                   5                    

Vardas7066           Pavarde7066         1                   1                   8                   4                   6                   5                   4                    

Vardas7067           Pavarde7067         8                   8                   10                  9                   6                   5                   8                    

Vardas7068           Pavarde7068         9                   10                  8                   6                   7                   6                   9                    

Vardas7069           Pavarde7069         5                   9                   9                   2                   10                  5                   4                    

Vardas7070           Pavarde7070         7                   7                   7                   4                   3                   2                   2                    

Vardas7071           Pavarde7071         5                   1                   5                   4                   5                   4                   1                    

Vardas7072           Pavarde7072         9                   5                   4                   10                  6                   6                   7                    

Vardas7073           Pavarde7073         6                   4                   5                   3                   5                   6                   7                    

Vardas7074           Pavarde7074         3                   9                   3                   7                   1                   10                  2                    

Vardas7075           Pavarde7075         1                   4                   6                   4                   3                   6                   5                    

Vardas7076           Pavarde7076         10                  4                   2                   3                   3                   9                   7                    

Vardas7077           Pavarde7077         5                   6                   3                   4                   9                   8                   1                    

Vardas7078           Pavarde7078         4                   3                   2                   8                   7                   6                   2                    

Vardas7079           Pavarde7079         2                   3                   8                   4                   4                   10                  8                    

Vardas7080           Pavarde7080         1                   9                   6                   3                   1                   3                   7                    

Vardas7081           Pavarde7081         10                  3                   10                  3                   8                   1                   9                    

Vardas7082           Pavarde7082         4                   10                  3                   2                   3                   1                   8                    

Vardas7083           Pavarde7083         2                   5                   7                   7                   1                   3                   9                    

Vardas7084           Pavarde7084         2                   5                   9                   10                  10                  10                  4                    

Vardas7085           Pavarde7085         7                   7                   2                   9                   5                   5                   4                    

Vardas7086           Pavarde7086         10                  2                   6                   10                  6                   4                   8                    

Vardas7087           Pavarde7087         3                   5                   2                   2                   9                   1                   10                   

Vardas7088           Pavarde7088         5                   10                  6                   10                  1                   9                   9                    

Vardas7089           Pavarde7089         8                   1                   3                   8                   1                   6                   8                    

Vardas7090           Pavarde7090         4                   2                   4                   8                   7                   4                   2                    

Vardas7091           Pavarde7091         3                   1                   8                   6                   10                  1                   9                    

Vardas7092           Pavarde7092         1                   7                   8                   2                   9                   4                   3                    

Vardas7093           Pavarde7093         7                   7                   9                   5                   7                   5                   3                    
