Vardas               Pavarde             ND1                 ND2                 ND3                 ND4                 ND5                 ND6                 Egzaminas            

Vardas751            Pavarde751          8                   10                  2                   7                   4                   3                   9                    

Vardas752            Pavarde752          8                   4                   2                   1                   8                   3                   10                   

Vardas753            Pavarde753          9                   9                   4                   4                   5                   4                   10                   

Vardas754            Pavarde754          4                   6                   2                   2                   1                   7                   8                    

Vardas755            Pavarde755          5                   10                  6                   8                   2                   1                   6                    

Vardas756            Pavarde756          5                   5                   6                   10                  1                   5                   1                    

Vardas757            Pavarde757          9                   1                   8                   3                   8                   4                   9                    

Vardas758            Pavarde758          5                   6                   6                   9                   5                   1                   4                    

Vardas759            Pavarde759          5                   10                  6                   3                   6                   1                   3                    

Vardas760            Pavarde760          4                   6                   4                   7                   3                   5                   5                    

Vardas761            Pavarde761          4                   9                   4                   4                   10                  9                   6                    

Vardas762            Pavarde762          6                   4                   9                   3                   4                   10                  10                   

Vardas763            Pavarde763          4                   10                  9                   8                   1                   3                   10                   

Vardas764            Pavarde764          6                   1                   7                   5                   4                   8                   5                    

Vardas765            Pavarde765          5                   5                   7                   6                   10                  5                   1                    

Vardas766            Pavarde766          8                   3                   6                   6                   2                   8                   10                   

Vardas767            Pavarde767          7                   7                   10                  3                   2                   3                   1                    

Vardas768            Pavarde768          7                   5                   9                   2                   2                   5                   9                    

Vardas769            Pavarde769          8                   7                   10                  6                   2                   1                   1                    

Vardas770            Pavarde770          9                   3                   8                   5                   5                   10                  6                    

Vardas771            Pavarde771          8                   4                   2                   9                   5                   1                   9                    

Vardas772            Pavarde772          5                   8                   2                   3                   6                   5                   9                    

Vardas773            Pavarde773          1                   8                   5                   8                   1                   3                   1                    

Vardas774            Pavarde774          6                   6                   10                  1                   8                   9                   8                    

Vardas775            Pavarde775          4                   3                   9                   7                   4                   5                   9                    

Vardas776            Pavarde776          1                   8                   3                   8                   5                   10                  4                    

Vardas777            Pavarde777          10                  8                   3                   6                   6                   3                   8                    

Vardas778            Pavarde778          5                   3                   7                   5                   7                   6                   3                    

Vardas779            Pavarde779          9                   3                   9                   7                   2                   1                   1                    

Vardas780            Pavarde780          5                   4                   7                   2                   1                   10                  10                   

Vardas781            Pavarde781          1                   2                   10                  7                   3                   7                   6                    

Vardas782            Pavarde782          8                   7                   5                   2                   7                   1                   10                   

Vardas783            Pavarde783          10                  2                   2                   7                   9                   7                   3                    

Vardas784            Pavarde784          5                   5                   1                   3                   9                   3                   6                    

Vardas785            Pavarde785          5                   7                   5                   6                   4                   9                   5                    

Vardas786            Pavarde786          2                   7                   9                   4                   9                   7                   1                    

Vardas787            Pavarde787          6                   5                   6                   6                   1                   2                   5                    

Vardas788            Pavarde788          2                   5                   5                   2                   3                   8                   6                    

Vardas789            Pavarde789          8                   10                  4                   4                   4                   1                   4                    

Vardas790            Pavarde790          1                   1                   6                   4                   2                   5                   9                    

Vardas791            Pavarde791          6                   4                   3                   10                  10                  2                   10                   

Vardas792            Pavarde792          1                   6                   8                   9                   2                   1                   3                    

Vardas793            Pavarde793          3                   10                  5                   1                   1                   9                   5                    

Vardas794            Pavarde794          8                   6                   1                   5                   7                   8                   6                    

Vardas795            Pavarde795          5                   10                  2                   9                   7                   6                   7                    

Vardas796            Pavarde796          1                   2                   2                   3                   6                   7                   7                    

Vardas797            Pavarde797          4                   6                   6                   3                   10                  1                   8                    

Vardas798            Pavarde798          1                   2                   4                   2                   6                   5                   8                    

Vardas799            Pavarde799          9                   3                   5                   4                   5                   5                   7                    

Vardas800            Pavarde800          7                   7                   10                  5                   5                   7                   2                    

Vardas801            Pavarde801          8                   4                   8                   6                   3                   8                   5                    

Vardas802            Pavarde802          10                  5                   3                   8                   7                   8                   4                    

Vardas803            Pavarde803          9                   9                   8                   2                   2                   9                   3                    

Vardas804            Pavarde804          10                  7                   10                  1                   2                   1                   8                    

Vardas805            Pavarde805          10                  6                   8                   5                   4                   7                   3                    

Vardas806            Pavarde806          9                   6                   6                   3                   7                   4                   9                    

Vardas807            Pavarde807          8                   3                   7                   8                   7                   3                   9                    

Vardas808            Pavarde808          8                   2                   4                   3                   9                   9                   9                    

Vardas809            Pavarde809          7                   9                   5                   2                   7                   8                   10                   

Vardas810            Pavarde810          9                   6                   3                   3                   2                   1                   10                   

Vardas811            Pavarde811          3                   3                   9                   6                   5                   5                   2                    

Vardas812            Pavarde812          5                   3                   4                   5                   9                   9                   3                    

Vardas813            Pavarde813          5                   4                   2                   6                   8                   5                   2                    

Vardas814            Pavarde814          8                   2                   2                   10                  7                   9                   9                    

Vardas815            Pavarde815          7                   4                   5                   6                   2                   9                   5                    

Vardas816            Pavarde816          10                  5                   8                   4                   5                   7                   3                    

Vardas817            Pavarde817          6                   2                   7                   9                   9                   8                   5                    

Vardas818            Pavarde818          2                   1                   7                   4                   7                   9                   6                    

Vardas819            Pavarde819          1                   8                   6                   9                   6                   3                   8                    

Vardas820            Pavarde820          9                   9                   10                  7                   1                   8                   5                    

Vardas821            Pavarde821          9                   4                   3                   4                   8                   10                  3                    

Vardas822            Pavarde822          1                   5                   2                   9                   2                   5                   6                    

Vardas823            Pavarde823          4                   8                   2                   6                   10                  10                  9                    

Vardas824            Pavarde824          8                   3                   6                   9                   5                   6                   7                    

Vardas825            Pavarde825          3                   7                   3                   8                   1                   1                   3                    

Vardas826            Pavarde826          8                   5                   1                   9                   10                  4                   1                    

Vardas827            Pavarde827          3                   5                   10                  4                   9                   3                   6                    

Vardas828            Pavarde828          2                   9                   1                   1                   8                   6                   2                    

Vardas829            Pavarde829          2                   8                   5                   4                   4                   6                   8                    

Vardas830            Pavarde830          9                   9                   2                   1                   5                   3                   7                    

Vardas831            Pavarde831          4                   1                   7                   1                   7                   8                   6                    

Vardas832            Pavarde832          9                   6                   5                   6                   4                   1                   1                    

Vardas833            Pavarde833          9                   2                   7                   3                   5                   2                   6                    

Vardas834            Pavarde834          7                   7                   6                   6                   8                   4                   5                    

Vardas835            Pavarde835          6                   9                   4                   5                   10                  10                  8                    

Vardas836            Pavarde836          8                   5                   1                   2                   9                   7                   4                    

Vardas837            Pavarde837          3                   10                  8                   1                   6                   7                   10                   

Vardas838            Pavarde838          8                   5                   9                   10                  1                   1                   7                    

Vardas839            Pavarde839          5                   2                   6                   10                  5                   1                   3                    

Vardas840            Pavarde840          7                   2                   1                   4                   1                   4                   2                    

Vardas841            Pavarde841          8                   7                   2                   7                   6                   3                   5                    

Vardas842            Pavarde842          8                   8                   5                   3                   7                   6                   9                    

Vardas843            Pavarde843          5                   5                   5                   9                   10                  1                   4                    

Vardas844            Pavarde844          4                   5                   3                   4                   6                   1                   6                    

Vardas845            Pavarde845          8                   7                   8                   5                   4                   8                   10                   

Vardas846            Pavarde846          8                   7                   4                   6                   9                   3                   7                    

Vardas847            Pavarde847          4                   2                   8                   9                   6                   5                   3                    

Vardas848            Pavarde848          8                   7                   5                   2                   3                   9                   5                    

Vardas849            Pavarde849          3                   10                  3                   1                   2                   9                   10                   

Vardas850            Pavarde850          1                   7                   8                   3                   8                   9                   7                    

Vardas851            Pavarde851          8                   2                   4                   1                   8                   7                   10                   

Vardas852            Pavarde852          4                   6                   5                   10                  7                   3                   1                    

Vardas853            Pavarde853          1                   3                   4                   2                   10                  6                   6                    

Vardas854            Pavarde854          8                   1                   6                   8                   5                   7                   3                    

Vardas855            Pavarde855          5                   10                  6                   9                   6                   6                   10                   

Vardas856            Pavarde856          6                   2                   1                   5                   2                   5                   9                    

Vardas857            Pavarde857          4                   8                   1                   5                   6                   10                  1                    

Vardas858            Pavarde858          5                   4                   2                   8                   3                   2                   10                   

Vardas859            Pavarde859          1                   8                   4                   4                   10                  8                   10                   

Vardas860            Pavarde860          6                   10                  2                   1                   7                   1                   6                    

Vardas861            Pavarde861          2                   3                   7                   8                   1                   7                   5                    

Vardas862            Pavarde862          4                   6                   3                   9                   7                   3                   1                    

Vardas863            Pavarde863          6                   5                   1                   4                   5                   10                  5                    

Vardas864            Pavarde864          4                   7                   1                   3                   8                   10                  9                    

Vardas865            Pavarde865          9                   9                   5                   10                  10                  5                   4                    

Vardas866            Pavarde866          2                   5                   10                  3                   5                   6                   7                    

Vardas867            Pavarde867          3                   2                   6                   3                   5                   10                  10                   

Vardas868            Pavarde868          5                   2                   8                   3                   2                   1                   8                    

Vardas869            Pavarde869          7                   7                   6                   4                   7                   6                   5                    

Vardas870            Pavarde870          8                   8                   10                  8                   8                   7                   5                    

Vardas871            Pavarde871          1                   1                   2                   10                  4                   8                   2                    

Vardas872            Pavarde872          6                   5                   10                  3                   1                   9                   5                    

Vardas873            Pavarde873          7                   8                   7                   9                   4                   7                   5                    

Vardas874            Pavarde874          9                   5                   9                   9                   1                   3                   6                    

Vardas875            Pavarde875          4                   7                   5                   8                   3                   6                   5                    

Vardas876            Pavarde876          2                   7                   3                   8                   3                   6                   2                    

Vardas877            Pavarde877          2                   6                   1                   6                   8                   1                   1                    

Vardas878            Pavarde878          1                   3                   10                  4                   1                   10                  2                    

Vardas879            Pavarde879          6                   3                   2                   4                   6                   6                   2                    

Vardas880            Pavarde880          9                   6                   6                   9                   3                   1                   6                    

Vardas881            Pavarde881          1                   5                   1                   2                   1                   4                   7                    

Vardas882            Pavarde882          9                   8                   3                   3                   2                   6                   4                    

Vardas883            Pavarde883          5                   6                   4                   2                   6                   3                   6                    

Vardas884            Pavarde884          4                   1                   5                   8                   1                   10                  3                    

Vardas885            Pavarde885          1                   6                   8                   5                   1                   6                   10                   

Vardas886            Pavarde886          8                   10                  3                   1                   7                   6                   8                    

Vardas887            Pavarde887          5                   10                  2                   4                   1                   9                   5                    

Vardas888            Pavarde888          10                  2                   8                   8                   9                   10                  8                    

Vardas889            Pavarde889          5                   7                   4                   10                  5                   5                   9                    

Vardas890            Pavarde890          3                   5                   8                   2                   10                  4                   7                    

Vardas891            Pavarde891          6                   1                   1                   10                  8                   9                   10                   

Vardas892            Pavarde892          1                   4                   4                   10                  2                   9                   1                    

Vardas893            Pavarde893          4                   1                   8                   2                   6                   3                   4                    

Vardas894            Pavarde894          4                   9                   1                   2                   1                   9                   3                    

Vardas895            Pavarde895          6                   4                   3                   1                   6                   8                   5                    

Vardas896            Pavarde896          2                   7                   8                   2                   2                   8                   4                    

Vardas897            Pavarde897          3                   1                   1                   4                   6                   8                   9                    

Vardas898            Pavarde898          5                   10                  10                  4                   1                   4                   3                    

Vardas899            Pavarde899          2                   1                   8                   7                   10                  8                   6                    

Vardas900            Pavarde900          10                  2                   9                   6                   1                   7                   3                    

Vardas901            Pavarde901          4                   10                  1                   5                   6                   1                   1                    

Vardas902            Pavarde902          9                   1                   9                   6                   2                   4                   1                    

Vardas903            Pavarde903          5                   3                   8                   5                   5                   2                   10                   

Vardas904            Pavarde904          7                   1                   5                   2                   1                   9                   4                    

Vardas905            Pavarde905          10                  3                   8                   5                   2                   7                   1                    

Vardas906            Pavarde906          10                  9                   10                  6                   3                   3                   4                    

Vardas907            Pavarde907          10                  9                   1                   9                   4                   5                   6                    

Vardas908            Pavarde908          9                   2                   2                   7                   6                   3                   8                    

Vardas909            Pavarde909          10                  6                   4                   5                   2                   7                   9                    

Vardas910            Pavarde910          9                   2                   1                   1                   7                   1                   5                    

Vardas911            Pavarde911          4                   9                   9                   2                   9                   6                   7                    

Vardas912            Pavarde912          2                   5                   4                   7                   4                   9                   1                    

Vardas913            Pavarde913          1                   6                   9                   7                   5                   3                   1                    

Vardas914            Pavarde914          3                   6                   2                   2                   6                   6                   2                    

Vardas915            Pavarde915          8                   10                  8                   8                   4                   1                   6                    

Vardas916            Pavarde916          4                   3                   5                   7                   7                   2                   8                    

Vardas917            Pavarde917          2                   10                  9                   9                   9                   8                   8                    

Vardas918            Pavarde918          6                   3                   5                   3                   9                   4                   1                    

Vardas919            Pavarde919          3                   8                   1                   4                   1                   5                   5                    

Vardas920            Pavarde920          5                   6                   9                   10                  8                   6                   8                    

Vardas921            Pavarde921          3                   5                   10                  8                   2                   3                   2                    

Vardas922            Pavarde922          7                   4                   3                   8                   8                   5                   2                    

Vardas923            Pavarde923          8                   4                   6                   6                   8                   5                   1                    

Vardas924            Pavarde924          6                   4                   4                   7                   8                   4                   8                    

Vardas925            Pavarde925          5                   10                  9                   1                   2                   10                  4                    

Vardas926            Pavarde926          8                   5                   6                   8                   1                   10                  7                    

Vardas927            Pavarde927          5                   8                   6                   3                   10                  3                   7                    

Vardas928            Pavarde928          2                   4                   5                   1                   1                   7                   8                    

Vardas929            Pavarde929          1                   7                   1                   5                   10                  5                   3                    

Vardas930            Pavarde930          4                   5                   8                   6                   5                   9                   10                   

Vardas931            Pavarde931          10                  10                  9                   7                   6                   5                   1                    

Vardas932            Pavarde932          6                   8                   4                   8                   1                   1                   3                    

Vardas933            Pavarde933          6                   5                   10                  2                   3                   7                   8                    

Vardas934            Pavarde934          8                   5                   3                   2                   6                   4                   1                    

Vardas935            Pavarde935          4                   9                   7                   6                   5                   7                   3                    

Vardas936            Pavarde936          5                   6                   5                   6                   2                   7                   5                    

Vardas937            Pavarde937          9                   8                   8                   9                   4                   1                   9                    

Vardas938            Pavarde938          1                   8                   5                   2                   3                   3                   2                    

Vardas939            Pavarde939          6                   6                   5                   1                   2                   1                   3                    

Vardas940            Pavarde940          10                  7                   2                   7                   4                   10                  2                    

Vardas941            Pavarde941          9                   6                   6                   1                   10                  3                   10                   

Vardas942            Pavarde942          8                   6                   4                   2                   4                   2                   4                    

Vardas943            Pavarde943          1                   3                   4                   2                   5                   1                   9                    

Vardas944            Pavarde944          10                  1                   5                   1                   6                   3                   10                   

Vardas945            Pavarde945          1                   6                   2                   10                  1                   8                   2                    

Vardas946            Pavarde946          3                   9                   1                   3                   10                  3                   9                    

Vardas947            Pavarde947          10                  1                   9                   8                   9                   10                  9                    

Vardas948            Pavarde948          5                   9                   5                   10                  9                   3                   9                    

Vardas949            Pavarde949          5                   2                   1                   5                   1                   10                  7                    

Vardas950            Pavarde950          1                   3                   2                   4                   5                   2                   9                    

Vardas951            Pavarde951          4                   3                   10                  5                   9                   1                   1                    

Vardas952            Pavarde952          10                  6                   4                   8                   4                   1                   7                    

Vardas953            Pavarde953          7                   7                   1                   2                   5                   4                   8                    

Vardas954            Pavarde954          8                   1                   9                   10                  3                   2                   10                   

Vardas955            Pavarde955          9                   8                   4                   5                   9                   1                   1                    

Vardas956            Pavarde956          6                   6                   5                   1                   3                   9                   5                    

Vardas957            Pavarde957          6                   7                   7                   8                   9                   1                   4                    

Vardas958            Pavarde958          6                   2                   2                   10                  8                   1                   7                    

Vardas959            Pavarde959          2                   1                   6                   6                   10                  2                   2                    

Vardas960            Pavarde960          9                   10                  4                   5                   1                   6                   1                    

Vardas961            Pavarde961          1                   6                   2                   3                   5                   3                   3                    

Vardas962            Pavarde962          5                   2                   3                   5                   1                   6                   3                    

Vardas963            Pavarde963          6                   2                   5                   1                   10                  5                   5                    

Vardas964            Pavarde964          5                   10                  5                   3                   8                   4                   7                    

Vardas965            Pavarde965          7                   4                   3                   9                   6                   4                   5                    

Vardas966            Pavarde966          6                   1                   7                   4                   8                   5                   8                    

Vardas967            Pavarde967          10                  3                   2                   10                  7                   9                   3                    

Vardas968            Pavarde968          8                   9                   5                   2                   1                   7                   7                    

Vardas969            Pavarde969          6                   7                   1                   8                   10                  6                   8                    

Vardas970            Pavarde970          8                   10                  6                   5                   2                   9                   1                    

Vardas971            Pavarde971          2                   8                   7                   2                   1                   7                   6                    

Vardas972            Pavarde972          8                   4                   4                   2                   5                   5                   9                    

Vardas973            Pavarde973          6                   8                   8                   5                   7                   9                   1                    

Vardas974            Pavarde974          5                   7                   7                   9                   10                  1                   2                    

Vardas975            Pavarde975          4                   6                   5                   5                   1                   3                   7                    

Vardas976            Pavarde976          2                   8                   10                  1                   1                   1                   9                    

Vardas977            Pavarde977          4                   7                   6                   5                   1                   9                   3                    

Vardas978            Pavarde978          3                   9                   1                   6                   10                  10                  8                    

Vardas979            Pavarde979          1                   1                   4                   2                   7                   5                   5                    

Vardas980            Pavarde980          8                   10                  8                   5                   3                   2                   4                    

Vardas981            Pavarde981          10                  8                   4                   6                   9                   2                   1                    

Vardas982            Pavarde982          1                   1                   4                   9                   2                   9                   2                    

Vardas983            Pavarde983          7                   5                   9                   1                   3                   10                  1                    

Vardas984            Pavarde984          7                   6                   10                  5                   6                   5                   7                    

Vardas985            Pavarde985          8                   9                   1                   9                   7                   9                   3                    

Vardas986            Pavarde986          1                   7                   10                  2                   8                   7                   1                    

Vardas987            Pavarde987          1                   1                   3                   5                   7                   4                   1                    

Vardas988            Pavarde988          6                   9                   4                   10                  3                   4                   4                    

Vardas989            Pavarde989          3                   5                   2                   3                   8                   5                   3                    

Vardas990            Pavarde990          2                   3                   10                  6                   10                  10                  6                    

Vardas991            Pavarde991          8                   9                   10                  5                   4                   1                   7                    

Vardas992            Pavarde992          6                   7                   10                  10                  2                   6                   3                    

Vardas993            Pavarde993          10                  7                   10                  5                   6                   9                   9                    

Vardas994            Pavarde994          2                   9                   10                  1                   3                   8                   9                    
